diagBicEn28,maxArea,totalArea,ellipse_similarity_ratio,noPeaks,belongs46,power46,bspecEn12h8,bspecEn22h8,totalBic2h8,bicEn12h8,bicEn22h8,class
0.336879722704896,9,9,0.823542210419278,1,1,96.1467363909606,3.01516828815967,2.77276363226504,5.54297652806543,4.05790749790224,2.30789554390173,1
0.637566636527142,18,18,0.741630926565898,1,1,100,3.97664765230352,3.37434062134472,38.2066429424124,4.70422242536797,3.66803201006391,1
0.601384947964285,9,9,0.830167855771576,1,1,100,3.15918956335019,2.87212072016236,29.977545283493,5.21981763824887,4.0588500020578,1
0.333297335610835,12,12,0.861245286752176,1,1,100,2.96309491874603,2.77461381413543,12.4380622255504,4.25020604686718,2.5254566878819,1
1.36508990590845,20,71,0.207920015154045,0,1,78.4110336954918,5.5052339128107,5.33187887187329,55.7316568048056,6.17999981783037,5.50653474369254,0
1.51091428634495,26,26,0.490257355805431,1,1,39.3453659579743,5.54715461367374,5.34694498264682,62.0922327446554,6.12565182796651,5.21306900748647,0
1.34290573791688,28,239.5,0.300114229043611,0,0,45.7757085011331,6.25581272684352,6.02257131243698,61.4339844584503,6.21572606862347,5.4215225051466,0
1.55636932557418,41.5,123,0.366708100230939,0,0,31.925849434978,5.74951454582093,5.33192979450818,196.03216804223,6.12587517513371,5.46545318132449,0
1.7830379142902,53,167,0.395126565065707,0,1,47.7583700151833,6.40439278538496,6.05368157363167,99.2491421825905,6.15546953236357,5.27378902321792,0
1.47699814132669,39,643,0.429383656416903,0,1,35.5536397900148,6.44582139435441,6.25639656384502,48.7383149711786,6.13823516878181,5.29308211588365,0
1.78816502101472,39,253,0.255721365023977,0,1,49.2828783842713,6.36434970411372,6.2150099836712,136.795039739107,6.17620645991936,5.4905479483921,0
0.809604211439637,12,12,0.817705595807737,1,1,100,3.55303001691475,3.09315133733362,42.6113583987997,5.41530042264195,3.8516649325135,0
