maxArea,totalArea,ellipse_similarity_ratio,noPeaks,belongs46,power46,bspecEn12h8,bspecEn22h8,totalBic2h8,bicEn12h8,bicEn22h8,mean_FFT_X,max_FFT_X,std_FFT_X,class
20,20,0.57199329934792,1,1,99.3018732466241,5.0370478208779,4.4938734703617,47.9828593115066,5.64378088475384,4.13409941341258,1.34855105415332,15.6715151042808,2.66793789105058,1
6.5,6.5,0.495422503190131,1,1,99.7074032150082,4.33188088197656,3.85581164802556,23.7698619107096,5.32682051554432,3.89330687325992,4.49018864841153,65.0104652046997,10.0935060136877,1
12,12,0.852370645337383,1,1,100,3.13522957250143,2.86376023867027,36.0091961657029,4.99098848305648,3.92852602165888,6.41762862474062,168.974921364462,16.3676640977297,1
12,12,0.825762661912031,1,1,100,3.02326351171296,2.8029729037211,9.00753676603798,3.93489585605695,2.22762478985291,5.85127204904085,138.265711854201,17.0947443274468,1
63,130,0.47967318570325,0,1,98.3555399863569,5.52056896944351,5.1091702312825,80.6969827682639,5.93873621130233,4.76006139969821,8.80292759351187,49.1896129695718,12.1424162197879,0
27,54,0.349877262907223,0,0,33.0904750718816,5.72189725064049,5.1920375195012,85.4010878019962,6.13902038788427,5.21795989844453,8.09521381492674,43.8144085009758,10.53763242607,0
49,372,0.40373064144836,0,0,56.716984550621,6.30712032494999,5.99992488949452,82.7168539060275,6.10031566289008,5.3737776724057,14.1812679698975,80.7063830634294,20.1402147503144,0
56,148,0.206675636845467,0,0,50.8909463635522,5.89890007315511,5.49505162928353,99.0633508751384,6.01372540681636,5.12905992025826,6.106299625043,42.3428271041802,9.17244670929068,0
65,388,0.276466218588741,0,0,52.9483505902567,6.24560702667837,6.01934488438956,49.7277341559727,6.01796689287015,5.05444129161721,7.64540849418055,58.7280545444039,12.1007228569821,0
30,445,0.326780116442848,0,0,49.3868641723086,6.46108242440701,6.25282067252587,125.858754562,6.15158800895109,5.38809651340257,7.81097534389525,62.975138737205,11.1184235385361,0
20.5,163,0.213811577626733,0,0,44.054229632959,6.14650230132385,5.87668966753416,71.2617872968664,6.20837396972238,5.46797531372115,10.4132893022904,68.4144671887352,14.0793745037984,0
35,35,0.711354540001915,1,1,100,4.28862930715194,3.9019745479648,37.9145959606761,5.91428998087508,4.29514137029993,6.15244075224472,91.6013653606622,13.0397418091563,0
