maxArea,totalArea,ellipse_similarity_ratio,noPeaks,belongs46,power46,bspecEn12h8,bspecEn22h8,totalBic2h8,bicEn12h8,bicEn22h8,class
114,114,0.657904261782022,1,0,26.0729171221788,5.81556338396788,5.21276444129558,316.302606319998,6.16623681156692,5.83297969472968,1
19.5,39,0.235678434022068,0,0,21.0414668318098,5.65838052750455,5.03483596392076,92.6666431712828,5.976645618095,5.00932587075267,1
70,70,0.694377986912416,1,0,23.9813357256011,5.16533808311212,4.67816283012327,65.7189502541341,6.05471966835216,5.3042263257114,1
24,204,0.300394448193348,0,0,32.8492865100153,6.33677314798393,5.90634734472228,154.637407845452,6.03543529352369,5.34526450578507,1
24,407.5,0.245756027933787,0,0,28.6508270354012,6.37126769186529,6.12779612101523,131.557343524347,6.14945637020671,5.27596036513898,1
36,67,0.6175240694654,0,1,80.2889133090848,5.37328769974407,5.01073354106002,205.535608273979,6.03450356987575,5.50482878095726,0
11,146.5,0.176614975783528,0,0,45.5994945624793,6.15794187437221,5.9049671854036,46.4166869430906,6.27544239995348,5.48253797948789,0
63,760.5,0.522460792292562,0,0,40.3373512385986,6.490281323534,6.44850079647141,378.171601361258,6.37132782953771,6.10746459405974,0
78,257.5,0.432515668426282,0,0,26.9081249411458,5.32673756481302,5.10768191908858,149.213017999843,5.94432544457025,5.19219096208497,0
26.5,110,0.158671109678685,0,1,76.3245112386101,6.20594022435507,5.5465004170433,205.228751868983,6.11403521954028,5.5270559911174,0
46,549.5,0.38406134484194,0,1,38.7169559443146,6.45485407373399,6.3101773527591,78.9866418868656,6.20843305802321,5.44070731866057,0
36.5,807,0.418412685439634,0,0,37.6281388335618,6.48076134546432,6.35624605907453,126.254732782945,6.14047602203536,5.54095828805199,0
33,495.5,0.524869351219203,0,1,49.5681322958836,6.47280681064271,6.39042467886717,115.313028533733,6.24874397869692,5.59228976200508,0
